name,latitude,longitude,elevation
PADDOCKWOOD EXP ST,53.52,-105.53,485.2
RIDGEDALE,53.05,-104.25,413
SMOKY BURN,53.37,-103.17,319.1
SMOKY BURN CDA EPF,53.33,-103.13,361.5
SNOWDEN CDA EPF,53.53,-104.68,447.4
SNOWDEN WHITETAIL,53.58,-104.68,452
SQUAW RAPIDS,53.7,-103.35,291.1
TISDALE,52.87,-104,449.9
TISDALE SOUTH,52.76,-104.04,501
VALPARAISO,52.78,-104.2,461.8
WHITE FOX CDA EPF,53.45,-104.08,372.2
NIPAWIN,53.33,-104,371.9
ARCHERWILL,52.43,-104.02,556
ARMIT,52.83,-101.78,308
ARRAN,51.97,-101.73,449.6
ARRAN 23N,52.2,-101.63,449.9
BERTWELL,52.6,-102.57,518.2
DANBURY,52.13,-102.2,512.1
ENDEAVOUR,52.2,-102.53,582.7
ENDEAVOUR 2,52.18,-102.67,541
HUDSON BAY,52.87,-102.4,371.9
HUDSON BAY A,52.82,-102.32,358.1
HUDSON BAY,52.82,-102.32,358.1
HUDSON BAY 13W,52.88,-102.58,422
HUDSON BAY(AUT),52.82,-102.32,358.1
HUDSON BAY 2,52.85,-102.53,395
KELVINGTON,52.15,-103.55,558.7
KELVINGTON EXP ST,52.17,-103.52,594.4
LINTLAW,52.08,-103.27,610.5
LAC VERT,52.52,-104.35,571.5
MCKAGUE,52.57,-103.83,539
MCKAGUE 2,52.58,-103.83,543
MISTATIM,52.85,-103.23,482
PELLY,52.08,-101.87,509
PELLY 2,51.73,-101.9,499
PLEASANTDALE,52.58,-104.52,533
PORCUPINE PLAIN,52.65,-103.15,464.8
PORCUPINE PLAIN 2,52.6,-103.25,498.3
PORCUPINE PLAIN 3,52.75,-103.2,
PRAIRIE RIVER,52.87,-102.98,467
SOMME CDA EPF,52.62,-103.02,438.9
WEEKES,52.75,-102.83,421.5
ALEXANDER,49.83,-100.3,427
ARROW RIVER,50.17,-100.85,486.2
BALDUR,49.28,-99.29,449.9
BALDUR 5 NORTHEAST,49.42,-99.17,425.3
BEDE,49.37,-100.93,442
BELMONT,49.4,-99.43,447.4
BELMONT,49.3,-99.45,481.6
BINSCARTH,50.58,-101.27,525.8
BIRDTAIL,50.82,-100.92,577.6
BIRTLE,50.43,-101.05,522
BOGGY CREEK,51.54,-101.39,609
BRANDON A,49.91,-99.95,409.4
BRANDON A,49.91,-99.95,409.3
BRANDON CDA,49.87,-99.98,362.7
BRANDON RCS,49.9,-99.95,409.4
BRANDON SOUTH,49.82,-99.95,396.2
BRANDON #1 WINTER BAY,49.83,-99.98,396
BROOKDALE,50.02,-99.57,392.4
CAMERON,49.47,-100.47,442
CARBERRY CS,49.91,-99.36,383.5
CARBERRY,49.87,-99.35,385
CARDALE,50.23,-100.33,556.3
CARROLL,49.55,-100,487.7
CARROLL 2W,49.6,-100.07,457.2
CLANWILLIAM,50.35,-99.81,623.3
CYPRESS RIVER,49.55,-99.08,374.3
CYPRESS RIVER RCS,49.56,-99.07,374
DELORAINE,49.18,-100.5,500.5
DELORAINE 2,49.17,-100.4,533.4
DELORAINE 6 SE,49.15,-100.37,548.6
EDWIN,49.82,-98.52,300.8
ELKHORN,49.97,-101.23,499
ERICKSON,50.43,-99.9,635.5
ERICKSON,50.48,-99.9,648
FAIRFAX,49.42,-100.13,480.1
FORT ELLICE,50.42,-101.23,
FOXWARREN,50.52,-101.15,533.4
FOXWARREN NORTH,50.6,-101.17,556.3
ELKHORN 2 EAST,49.93,-101.2,497.5
GLENBORO,49.57,-99.33,371.9
GOODLANDS CDA EPF,49.13,-100.6,499.9
GRISWOLD,49.82,-100.47,403.9
HAMIOTA,50.18,-100.62,518.2
HAMIOTA 2,50.18,-100.6,519.7
HARDING,50.03,-100.5,472.4
HARGRAVE CDA EPF,49.92,-101.1,487.7
HARTNEY,49.45,-100.52,442
HARTNEY,49.5,-100.53,428.2
HILLVIEW,49.92,-100.55,426.7
INGLIS,50.9,-101.23,594.4
KENTON,49.98,-100.58,449
LYLETON,49.05,-101.18,460.2
MACDONALD A,50.08,-98.45,254.5
MCCONNELL,50.27,-100.6,541
MEDORA,49.25,-100.7,458.1
MELITA,49.33,-101,442
MELITA 2,49.28,-100.98,422
MINNEDOSA,50.27,-99.83,521.2
MINTO,49.45,-100.05,477
NAPINKA,49.33,-100.85,434.6
NORQUAY,49.48,-98.75,457.2
OAKNER,50.1,-100.63,502.9
OLHA,50.67,-100.55,621.8
PIERSON,49.18,-101.27,469
PIPESTONE,49.53,-100.92,437.4
PORTAGE LA PRAIRIE,49.97,-98.3,261.2
PORTAGE LA PRAIRIE,49.97,-98.3,261.2
PORTAGE ROMANCE,49.98,-98.3,262.4
PORTAGE SOUTHPORT A,49.9,-98.27,269.7
PORTAGE LA PRAIRIE CDA,49.95,-98.27,259.1
PORTAGE LA PRAIRIE 2,49.98,-98.32,261.2
PORTAGE SOUTHPORT,49.9,-98.28,272.7
RAPID CITY FORREST,50.02,-100,487.7
RAPID CITY,50.12,-99.93,545.6
REGENT,49.32,-100.37,500.5
RESTON,49.55,-101.1,463.6
RIDING MTN AUDY,50.72,-100.23,571.5
RIVERS,50.03,-100.23,475.5
RIVERS A,50.02,-100.32,473.4
ROBLIN,51.18,-101.36,539.5
ROBLIN,51.23,-101.38,556
ROBLIN,51.23,-101.38,556
ROBLIN NORTH,51.37,-101.4,587
ROSSBURN,50.67,-100.82,590.1
ROSSBURN 10N,50.8,-100.83,533.4
RUSSELL,50.77,-101.28,567
ST ALBANS,49.7,-99.55,359.7
ST ALPHONSE,49.45,-99.02,403.3
ST LAZARE,50.43,-101.3,502.9
SANDY LAKE,50.5,-100.1,624.8
SHOAL LAKE CS,50.45,-100.6,561.3
SHARPE LAKE,49.05,-100.33,656.8
SHILO,49.78,-99.64,375.2
CFB SHILO CCOC,49.79,-99.63,372
SHOAL LAKE,50.43,-100.58,543.5
SHOAL LAKE,50.48,-100.72,624.8
SHOAL LAKE,50.45,-100.58,555.3
SILVERTON EXP ST,50.77,-101.15,571.8
SOMERSET,49.45,-98.62,487.8
SOURIS,49.65,-100.25,432.8
SOURIS,49.62,-100.27,426.7
SOURIS 2,49.58,-100.4,428.2
STRATHCLAIR,50.4,-100.4,579.1
SWAN LAKE,49.4,-98.78,481.9
TREHERNE,49.63,-98.7,373.4
TREHERNE 8N,49.73,-98.75,337.1
TURTLE MOUNTAIN,49.18,-100.33,655.3
TURTLE MOUNTAIN 1,49.05,-100.55,563.9
TURTLE MOUNTAIN 2,49.08,-100.78,472.1
TURTLE MOUNTAIN 3,49.18,-100.7,472.4
TURTLE MOUNTAIN 4,49.32,-100.73,442
TURTLE MOUNTAIN 5,49.35,-100.57,464.8
TURTLE MOUNTAIN 6,49.3,-100.32,502.9
TURTLE MOUNTAIN 7,49.32,-100.07,499.9
TURTLE MOUNTAIN 8,49.2,-100.3,533.1
VIRDEN,49.83,-100.95,445.4
VIRDEN WATER,49.84,-100.93,439.5
VIRDEN SCARTH,49.73,-100.97,442
WASAGAMING,50.66,-99.94,627.4
WASKADA,49.1,-100.8,470.9
WASKADA,49.03,-100.75,469.4
WAWANESA,49.6,-99.68,342.9
WAWANESA EAST,49.58,-99.6,373.4
MELITA,49.28,-100.99,445.9
ROBLIN FRIESEN 3 NORTHWEST,51.27,-101.4,556.4
RIVERS PETTAPIECE,50.11,-100.18,487.5
OAK LAKE,49.77,-100.63,431
ROSSBURN 4 NORTH,50.75,-100.82,609.6
ALMASIPPI,49.55,-98.2,274.3
ALTONA,49.1,-97.55,247.8
ALTONA CFAM,49.1,-97.55,247.5
ALTONA SOUTH,49.05,-97.57,249.9
ANOLA,49.88,-96.65,255.1
BIRDS HILL NURSERY,49.98,-96.83,256
BIRDS HILL PINE RIDGE,49.98,-96.93,238.4
BOISSEVAIN,49.23,-100.05,510.5
BOISSEVAIN 2,49.22,-100.08,525.8
CARMAN,49.43,-98.15,281.9
CARMAN 2,49.52,-98,265.2
CARTWRIGHT,49.1,-99.35,461.5
CARTWRIGHT,49.05,-99.42,472.1
CARTWRIGHT 2,49.17,-99.52,467.3
CRYSTAL CITY,49.05,-98.97,464.8
DACOTAH,49.87,-97.65,240.8
DARLINGFORD,49.12,-98.27,457.2
DARLINGFORD NORTH,49.15,-98.27,432.2
DEERWOOD,49.4,-98.32,338.3
DEERWOOD RCS,49.4,-98.32,341.4
DOMAIN,49.62,-97.32,237.7
DOMINION CITY,49.15,-97.15,239.6
DUFROST,49.37,-97.05,242.3
DUGALD,49.87,-96.82,243.2
ELM CREEK,49.72,-98.02,252.4
EMERSON,49.03,-97.18,237.6
EMERSON AUTO,49,-97.24,242
EMERSON AUT,49,-97.24,242
FANNYSTELLE,49.8,-97.87,243.8
FOXTON,50.45,-97.35,231.6
FORT WHYTE CENTRE,49.82,-97.23,235
CARMAN 3,49.52,-97.95,258.5
GLENLEA,49.65,-97.12,234.4
GLENORA,49.27,-99.18,457.2
GNADENTHAL,49.1,-97.8,262.1
GRAYSVILLE,49.5,-98.17,283.5
GREEN RIDGE,49.17,-96.98,251.5
GREENWOOD,50.45,-97.2,
GRETNA (AUT),49.03,-97.56,252.6
GROSSE ISLE,50.05,-97.43,245.1
GUNTON HATCHERY,50.28,-97.17,233.2
HEADINGLY,49.88,-97.47,239.6
HOLLAND,49.61,-98.88,374.9
HOMEWOOD,49.53,-97.87,251.5
KALEIDA,49.13,-98.47,477.6
KILLARNEY,49.18,-99.65,495.6
KLEEFELD (MAFRI),49.52,-96.9,246.5
LANDMARK,49.67,-96.88,240.8
LETELLIER,49.13,-97.3,240.2
MANITOU STRANGE,49.25,-98.52,487.7
MANITOU,49.27,-98.48,487.7
MARCHAND,49.45,-96.38,304.8
MARCHAND FORESTRY,49.43,-96.27,310.9
MARCHAND W4,49.43,-96.47,301.8
MARQUETTE,50.01,-97.81,243.8
MIAMI,49.37,-98.23,310
MIAMI HAWKEN,49.33,-98.37,449.6
MIAMI ORCHARD,49.37,-98.28,329.8
MIAMI THIESSEN,49.45,-98.25,297
MOOSE LAKE,49.2,-95.32,344.4
MORDEN,49.18,-98.1,302.1
MORDEN CDA,49.18,-98.08,297.5
MORDEN CDA CS,49.19,-98.08,297.5
MORDEN RADIO,49.25,-98,276.1
MORRIS,49.35,-97.37,234.7
MORRIS EXP ST,49.37,-97.38,235.6
MORRIS 2,49.43,-97.48,237.7
MYRTLE,49.4,-97.78,247.8
MYRTLE 2,49.33,-97.77,251.5
NAROL,50.05,-96.97,230.7
MANITOU NORTH,49.27,-98.52,487.7
NINETTE,49.4,-99.63,416.7
NINGA,49.23,-99.85,502.6
NIVERVILLE,49.6,-97.05,236.8
OAKBANK,49.93,-96.85,245.6
OTTERBURNE,49.5,-97.05,238.4
PEACE GARDENS,49,-100.05,693.4
PEMBINA CROSSING,49.3,-98.42,472.4
PETERSFIELD,50.32,-96.98,222.5
NINETTE COLE,49.4,-99.63,419.1
NINETTE 1 NW,49.42,-99.65,419.1
PIGEON LAKE,49.95,-97.6,237.7
PILOT MOUND,49.12,-98.8,472.1
PILOT MOUND,49.2,-98.88,474.6
PILOT MOUND (AUT),49.19,-98.9,470.3
PILOT MOUND 2,49.2,-98.9,472.4
PINEY,49.08,-95.98,331
PINEY,49.03,-96.01,325.5
PLUM COULEE,49.05,-97.8,265.2
RATHWELL,49.68,-98.55,324.2
RICHER,49.65,-96.45,291.1
ROLAND,49.42,-98,266.7
ROSEAU RIVER,49.22,-96.83,282.2
ROSEBANK,49.37,-98.1,426.7
ROSEISLE,49.55,-98.35,308.5
ROSE ISLE,49.55,-98.35,308.5
ROSSER,49.98,-97.25,236.2
ST ANDREWS,50.08,-96.98,230.1
ST BONIFACE BENTWOOD,49.87,-97.08,230.7
STE ANNE,49.67,-96.63,251.5
ST CLAUDE,49.65,-98.37,310.6
STE ELIZABETH,49.32,-97.17,239
ST EUSTACHE,49.97,-97.78,243.2
ST JEAN BAPTISTE,49.27,-97.4,237.7
ST LABRE,49.35,-96.04,352
ST ANDREWS A,50.05,-97.03,231.65
ST MALO,49.32,-96.95,263
ST NORBERT,49.77,-97.15,231.6
ST PIERRE JOLYS,49.46,-97.01,281
SCHANZENFELD,49.13,-97.95,277.4
SELKIRK,50.17,-96.87,226
SNOWFLAKE,49.07,-98.65,474
SPERLING,49.5,-97.7,243.2
SPRAGUE,49.02,-95.6,328.8
SPRAGUE,49.02,-95.6,329.2
STARBUCK,49.73,-97.62,237.7
STEINBACH,49.53,-96.77,253.6
STONEWALL,50.12,-97.33,251.5
STONY MOUNTAIN,50.07,-97.23,244.8
STONY MOUNTAIN,50.12,-97.17,236.2
STUARTBURN,49.13,-96.78,289.6
SUNDOWN,49.02,-96.23,320
TEULON,50.42,-97.25,266.7
TOLSTOI,49.07,-96.8,291
TURTLE MOUNTAIN 10,49.08,-99.93,579.1
TURTLE MOUNTAIN 11,49.13,-100.12,579.1
TURTLE MOUNTAIN 12,49.1,-100.23,669
STE ANNE SE5,49.63,-96.6,257.9
SNOWFLAKE 4NE,49.08,-98.65,474.6
VITA,49.13,-96.57,301.8
VITA,49.08,-96.55,304.8
WARREN,50.13,-97.63,248.4
WHITEMOUTH LAKE,49.28,-95.75,350.5
WINNIPEG ANDERSON AVE,49.92,-97.15,
WINNIPEG ASSINIBOINE PARK,49.88,-97.23,228.6
WINNIPEG BLUMBERG GOLF COURSE,49.87,-97.35,236.2
WINNIPEG BROOKLANDS,49.83,-97.18,
WINNIPEG CHARLESWOOD,49.85,-97.28,234.7
WINNIPEG CHARLESWOOD LAGOON,49.83,-97.33,236.5
WINNIPEG CLARE AVE,49.87,-97.13,232.6
WINNIPEG E KILDONAN,49.93,-97.1,231.6
WINNIPEG FLORA AVE,49.92,-97.15,232.6
WINNIPEG RICHARDSON INT'L A,49.92,-97.23,238.7
WINNIPEG A FIRE HALL,49.9,-97.25,238.9
WINNIPEG HANGARLINE ROAD,49.92,-97.23,238.7
WINNIPEG CHARLESWOOD 2,49.85,-97.27,238
WINNIPEG RICHARDSON AWOS,49.92,-97.23,238.7
WINNIPEG INTL A,49.91,-97.24,238.7
WINNIPEG PERTH,49.92,-97.13,234.1
WINNIPEG ST BONIFACE,49.88,-97.1,232
WINNIPEG ST BONIFACE WW,49.88,-97.1,232
WINNIPEG ST JAMES,49.88,-97.27,
WINNIPEG ST JOHNS COLL,49.88,-97.12,231.6
WINNIPEG SHERBROOK ST,49.88,-97.15,232.9
WINNIPEG SHERBURN ST,49.9,-97.18,232.9
WINNIPEG STP,49.95,-97.1,232.6
WINNIPEG THE FORKS,49.89,-97.13,230
WINNIPEG TRANSCONA,49.92,-97.02,235
WINNIPEG U OF MANITOBA,49.85,-97.25,234.7
WINNIPEG U OF MANITOBA,49.8,-97.13,234.7
WINNIPEG WINDSOR GOLF COURSE,49.87,-97.08,230.1
WINNIPEG W KILDONAN,49.92,-97.13,
WINNIPEG GRACE HOSPITAL,49.88,-97.28,241
WINNIPEG CANGENE,49.8,-97.15,233
WINNIPEG WTC STAPON,49.9,-97.06,234
WINNIPEG FED LAB,49.91,-97.16,230
WOODRIDGE,49.28,-96.15,381
WINNIPEG FORT WHYTE,49.82,-97.23,234.7
ZHODA,49.25,-96.52,304.8
WINNIPEG HURST RESERVOIR,49.85,-97.18,235.6
WINNIPEG MCPHILLIPS SLEDGE BEDS,49.82,-97.12,288.6
CARMAN U OF M CS,49.5,-98.03,268.2
WINNIPEG PACIFIC AVENUE,49.92,-97.17,234.7
STONEWALL,50.22,-97.32,248.4
POPLAR POINT,50.05,-98.9,245.4
WHITE HORSE PLAINS,49.93,-97.6,237.4
WINNIPEG SOUTH,49.78,-97.13,232
WINNIPEG A CS,49.92,-97.25,238.7
ARBORG,50.93,-97.08,224
ARNES,50.8,-96.95,221.1
BEAUSEJOUR,50.13,-96.22,302.4
BEAUSEJOUR 2,50.03,-96.47,251.2
BERENS RIVER,52.35,-97.03,217.3
BERENS RIVER A,52.36,-97.02,222.2
BERENS RIVER A,52.36,-97.02,222.19
BERENS RIVER CS,52.36,-97.02,221.9
BERENS RIVER A,52.36,-97.02,222.2
BISSETT,50.97,-95.63,
BISSETT,51.03,-95.7,259
BRAINTREE 1,49.63,-95.57,315.5
BRAINTREE 2,49.6,-95.62,315.5
BROAD VALLEY,50.98,-97.47,259.1
BROKENHEAD,50.27,-96.52,228.6
CHANNEL ISLAND,52.3,-97.38,216.4
CHATFIELD,50.82,-97.5,265.8
ELMA,49.77,-95.93,292.7
FALCON LAKE TCPL 45,49.68,-95.37,338.3
FISHER BRANCH,51.1,-97.55,246.9
FISHER BRANCH SOUTH,51.05,-97.53,259.1
FRASERWOOD,50.63,-97.22,256
GEORGE ISLAND,52.8,-97.63,219.5
GEORGE ISLAND (AUT),52.82,-97.62,222.5
FISHER BRANCH (AUT),51.08,-97.55,253
GIMLI,50.63,-97.02,222.8
GIMLI,50.63,-97.02,222.8
GIMLI A,50.63,-97.05,222.2
GIMLI HARBOUR CS,50.63,-96.98,217.02
GIMLI CLIMATE,50.63,-97.05,230.1
GIMLI WRB,50.62,-97.03,221
GIMLI INDUSTRIAL PARK,50.63,-97.05,230.1
GRAND BEACH PARK,50.55,-96.58,225.6
GRAND RAPIDS,53.18,-99.27,222.5
GRAND RAPIDS HYDRO,53.16,-99.28,222.5
GREAT FALLS,50.47,-96,248.7
GREAT FALLS CLIMATE,50.52,-95.98,253
HECLA ISLAND (AUT),51.17,-96.63,230
HNAUSA,50.93,-97,225.2
HODGSON,51.2,-97.58,231
HODGSON 2,51.19,-97.47,231.7
HODGSON 3,51.21,-97.57,231.7
INDIAN BAY,49.62,-95.2,326.7
INWOOD,50.5,-97.5,276.5
LA BROQUERIE,49.48,-96.53,290.2
LA BROQUERIE,49.48,-96.52,289.9
MATHESON ISLAND,51.72,-96.9,221
MOSS SPUR,49.98,-96.13,283.8
NARCISSE,50.67,-97.65,271.3
GRAND RAPIDS (AUT),53.19,-99.27,222.5
PINAWA,50.22,-95.92,259.1
PINAWA CANWARN,50.15,-95.89,277.7
PINAWA WNRE,50.18,-96.06,266.7
PINE DOCK,51.63,-96.8,219.5
PINE FALLS,50.57,-96.22,231
POINTE DU BOIS,50.3,-95.55,300.2
RENNIE,49.85,-95.53,323.1
RIVERTON,50.98,-96.98,220.4
ROSS,49.77,-96.43,274.3
STE GENEVIEVE,49.75,-96.6,256
SEVEN SISTERS FALLS,50.12,-96.02,266.7
SEVEN SISTERS OYES,50.1,-95.93,274.3
SPRUCE TCPL 43,49.65,-96.17,310.3
VICTORIA BEACH (AUT),50.7,-96.57,220.1
NORTH JULIUS,50.07,-96.18,290.2
OSTENFELD,49.82,-96.48,274.3
PINAWA,50.18,-96.06,268
HODGSON 6N,51.3,-97.57,243.8
ALONSA,50.83,-99.05,274.3
AMARANTH,50.63,-98.72,259.1
ASHERN,51.13,-98.37,263
ASHVILLE,51.28,-100.28,320
AUSTIN,49.9,-98.98,327.7
BACHELORS ISLAND MARINE,51.75,-99.9,255.9
BASSWOOD,50.25,-100.03,582.8
BEAVER,50.02,-98.7,262.7
BEAVER,50.05,-98.7,268.2
BIG VALLEY,50.47,-99.45,381
BIRCH RIVER,52.52,-100.92,267.92
BIRNIE,50.5,-99.48,432.8
DAUPHIN,51.15,-100.03,291.7
DAUPHIN A,51.1,-100.05,304.5
DAUPHIN CS,51.1,-100.06,304.5
DAUPHIN NORTH,51.17,-100.03,289.6
DAUPHIN SOUTH,51.02,-100.07,374.9
DAUPHIN,51.1,-100.05,304.5
DELTA MARSH CS,50.18,-98.38,248.4
DELTA WATERFOWL RS,50.18,-98.3,247.5
DUCK BAY,52.12,-100.2,253.8
DURBAN CDA EPF,51.93,-101.4,419.1
EDDYSTONE,51.08,-99.15,262.1
ERIKSDALE,50.83,-98.23,259.4
ERIKSDALE 1,50.87,-98.13,268.2
ERIKSDALE 2,50.88,-98,267.3
ETHELBERT,51.53,-100.38,343
FAIRFORD,51.58,-98.67,253
FORK RIVER,51.52,-100.02,266.7
GILBERT PLAINS,51.1,-100.47,403.9
GILBERT PLAINS 2,51.17,-100.48,388.9
CAYER,51.25,-99.08,259.1
COWAN,52.03,-100.65,365.8
ASHERN NORTHWEST,51.2,-98.38,266.7
FORK RIVER NORTH,51.57,-99.98,259.7
GLADSTONE,50.22,-98.95,270.4
GLADSTONE,50.37,-98.97,271.3
GLADSTONE SOUTH,50.18,-99.02,281.9
GRANDVIEW,51.12,-100.7,442
GRANDVIEW CDA EPF,51.18,-100.8,464.5
GRASS RIVER,50.52,-98.97,269.7
GYPSUMVILLE,51.67,-98.73,265.2
GYPSUMVILLE 2,51.73,-98.67,260.3
GYPSUMVILLE EAST,51.73,-98.53,246.9
GYPSUMVILLE OLENDER,51.77,-98.63,252.1
KATRIME EXP ST,50.08,-98.68,270.4
KELWOOD,50.62,-99.47,352
KENVILLE EXP ST,52,-101.32,387.4
KERGWENAN,50.95,-99.53,280.4
LAKE DAUPHIN,51.2,-99.55,263.7
LAKELAND,50.27,-98.67,256
LAKE MANITOBA NARROWS,51.08,-98.78,251.5
LANGRUTH,50.4,-98.55,250
LANGRUTH WEST,50.41,-98.8,264.3
LENSWOOD EXP ST,52.53,-101,304.8
LUNDAR,50.75,-97.93,266.7
LUNDAR 4SW,50.65,-98.1,251.5
LUNDAR EAST,50.72,-97.85,269.7
MACDONALD,50.17,-98.5,249.9
MACGREGOR SOUTH,49.85,-98.83,361.8
MACGREGOR,49.88,-98.82,320
MACGREGOR,49.9,-98.7,300.8
MAFEKING,52.67,-101.1,325
MAGNET,51.32,-99.48,263.7
MCCREARY,50.73,-99.42,297.2
MEADOW PORTAGE,51.72,-99.55,249.6
MOOSEHORN,51.3,-98.62,249.9
MOOSEHORN,51.28,-98.4,269.1
MOOSEHORN COOK,51.28,-98.42,265.2
MOUNTAIN GAP,51.13,-100.75,460.2
MULVILHILL,50.95,-98.2,266.7
HILBRE,51.5,-98.6,251.5
NEEPAWA A,50.23,-99.5,388
NEEPAWA CSC,50.23,-99.47,368.8
NEEPAWA MURRAY 6 SOUTHWEST,50.15,-99.57,411.5
NEEPAWA WATER,50.22,-99.47,358.1
OVERFLOWING RIVER,53.15,-101.1,257.9
OCHRE RIVER SOUTH,50.98,-99.78,315.2
PAULSON,51.13,-99.83,274
OCHRE RIVER,51.07,-99.78,280.4
PINE RIVER,51.8,-100.57,378
PINE RIVER,51.72,-100.32,312.4
PINE RIVER,51.77,-100.32,302.1
PINE RIVER,51.8,-100.57,378
PLUMAS,50.37,-99.08,281
PLUMAS,50.42,-99.03,275.8
RIDING MOUNTAIN PARK,50.7,-99.68,756.2
RORKETON WEST,51.43,-99.73,266.4
RUSSELL BARNARDO,50.98,-101.33,557.8
ST AMBROISE,50.23,-98.03,251.5
ST LAURENT,50.42,-97.63,266.7
STE ROSE,51.03,-99.38,274.3
SIDNEY,49.9,-99.08,373.4
STEEP ROCK,51.45,-98.8,249.9
SWAN RIVER,52.05,-101.22,346.6
SWAN RIVER 2,51.98,-101.18,411.5
TOBARMORE,50.47,-99.45,367.5
VOGAR,50.92,-98.75,249.6
MCCREARY,50.71,-99.53,351
WINNIPEGOSIS,51.65,-99.93,257.6
WINNIPEGOSIS SOUTH EAST,51.6,-99.88,257.6
HILBRE SOUTH,51.47,-98.57,249.9
GYPSUMVILLE,51.77,-98.63,259.7
OAK POINT,50.5,-98.02,250.2
OAKPOINT MARINE,50.5,-98.04,249.6
SWAN RIVER RCS,52.11,-101.23,334.8
CRANBERRY PORTAGE,54.62,-101.35,306
FLIN FLON,54.68,-101.68,303.9
FLIN FLON,54.77,-101.88,320
FLIN FLON A,54.68,-101.68,303.9
FLIN FLON A,54.68,-101.68,304.2
FLIN FLON CFB,54.68,-101.97,304.8
FLIN FLON A,54.68,-101.68,304.2
HUNTERS POINT MARINE,53.03,-100.93,256.1
NAMEW LAKE,54.22,-101.78,290
PASQUIA PROJECT,53.72,-101.53,262.1
OONIKUP,53.5,-101.33,
THE PAS,53.82,-101.25,271.3
THE PAS A,53.97,-101.1,270.36
THE PAS A,53.97,-101.09,270.6
THE PAS A,53.97,-101.09,270.6
THE PAS CLIMATE,53.97,-101.1,274
THE PAS CDA EPF,53.82,-101.25,271.3
WANLESS,54.18,-101.37,271.3
BIRD,56.5,-94.2,86.9
BROCHET A,57.89,-101.68,346.3
BURNTWOOD RIVER,55.5,-99.22,215
CHURCHILL A,58.74,-94.07,29.3
CHURCHILL A,58.74,-94.07,29.26
CHURCHILL AWOS,58.74,-94.06,28.7
CHURCHILL MARINE,58.78,-94.18,13.4
CHURCHILL A,58.74,-94.07,29.3
CHURCHILL UA,58.73,-94.07,28.5
CHURCHILL CLIMATE,58.73,-94.07,28.5
CONLIN LAKE WABOWDEN,54.83,-98.67,221
CROSS LAKE A,54.62,-97.77,216.1
CROSS LAKE JENPEG 2,54.54,-98.03,218.8
CROSS LAKE JENPEG,54.54,-98.03,218.8
DENBEIGH POINT,55.4,-99.78,256
GILLAM,56.36,-94.7,145.3
GILLAM,56.35,-94.7,138.4
GILLAM A,56.36,-94.71,145.1
GILLAM A,56.36,-94.71,145.1
GILLAM A,56.36,-94.71,145.1
GODS LAKE NARROWS A,54.55,-94.48,189
ISLAND LAKE A,53.86,-94.65,235.3
ISLAND LAKE A,53.86,-94.65,235.3
ISLAND LAKE A,53.85,-94.65,235.6
ISLAND LAKE (AUT),53.87,-94.67,239.3
KELSEY DAM CS,56.04,-96.51,182.9
KELSEY HYDRO,56.03,-96.53,182.9
KETTLE GS,56.38,-94.65,145.4
LAURIE RIVER POWER SITE,56.23,-100.98,304.8
LEAF RAPIDS,56.47,-100.02,282
LIMESTONE GS,56.5,-94.18,88.4
LITTLE BEAVER RIVER,57.65,-95.67,245
LONG SPRUCE GEN STN,56.38,-94.37,105.2
LYNN LAKE,56.85,-101.03,339.9
LYNN LAKE,56.86,-101.08,356.6
LYNN LAKE A,56.86,-101.08,356.6
LYNN LAKE,56.86,-101.08,356.6
LYNN LAKE RCS,56.85,-101.07,354.2
MISSI,57.32,-98.17,265
MISSI FALLS,57.32,-98.1,266.7
MOAK LAKE,55.92,-97.58,196
NORWAY HOUSE,53.96,-97.84,223.7
NORWAY HOUSE,53.97,-97.85,223.7
NORWAY HOUSE,53.98,-97.83,217
NOTIGI,55.9,-99.37,262.1
OXFORD HOUSE A,54.77,-95.27,204.8
PICKEREL NARROWS,56.22,-100.58,265.2
PIKWITONEI A,55.58,-97.17,192
PONTON,54.67,-99.17,259.1
PORT NELSON,57,-92.85,14.9
RAT RIVER,56.13,-99.48,250
RED SUCKER LAKE A,54.17,-93.55,227.56
REINDEER LAKE,57.88,-101.67,225
RUTTAN LAKE,56.62,-99.62,304.8
RUTTAN LAKE,56.48,-99.65,288.6
SHAMATTAWA A,55.87,-92.08,89.9
SNOW LAKE,54.88,-100.03,295.7
SNOW LAKE ANDERSON BAY,54.82,-99.95,259
SOUTH BAY,56.67,-99,282.9
SOUTH INDIAN LAKE,56.78,-98.97,259.1
SOUTH INDIAN LAKE AIRPORT,56.8,-98.9,289
SPLIT LAKE,56.25,-96.1,60
TADOULE LAKE,58.71,-98.51,281.3
TADOULE LAKE CS,58.72,-98.5,262.01
THOMPSON A,55.8,-97.86,224
THOMPSON A,55.8,-97.86,224.03
THOMPSON NRC,55.73,-97.85,212.8
THOMPSON SOUTH,55.73,-97.85,199.9
THOMPSON ZOO,55.75,-97.87,205.7
WABOWDEN,54.92,-98.63,232.9
WABOWDEN,54.92,-98.65,231.6
WABOWDEN 2,54.93,-98.66,231.6
WALKER LAKE,54.78,-97,200
WASKWATIM LAKE,55.55,-98.6,260
WHISKEY JACK,54.43,-98.02,221
YORK FACTORY,57,-92.3,6
NORWAY HOUSE A,53.95,-97.85,223.7
